Age,RemoteWork,EdLevel,YearsCodePro,Country,Industry,Salary
35-44 years old,Hybrid,Master’s degree,13.0,Finland,"IT, Software Development, Technology",64254.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,United States,"IT, Software Development, Technology",190000.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,India,Insurance,23549.0
35-44 years old,Hybrid,Less than a Bachelors,14.0,Spain,"IT, Software Development, Technology",33198.0
35-44 years old,Hybrid,Less than a Bachelors,20.0,Italy,Other,51403.0
25-34 years old,Remote,Less than a Bachelors,2.0,United States,Advertising Services,70000.0
45-54 years old,Hybrid,Bachelor’s degree,25.0,Sweden,"IT, Software Development, Technology",69106.0
35-44 years old,Remote,Post grad,7.0,United States,"Manufacturing, Transportation, Supply",120000.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,Norway,"IT, Software Development, Technology",81552.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,Australia,Healthcare,102461.0
45-54 years old,In-person,Master’s degree,25.0,Finland,"IT, Software Development, Technology",80317.0
25-34 years old,In-person,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",200000.0
35-44 years old,In-person,Master’s degree,18.0,Norway,"Manufacturing, Transportation, Supply",108736.0
35-44 years old,Remote,Master’s degree,12.0,Sweden,"IT, Software Development, Technology",184283.0
25-34 years old,Remote,Less than a Bachelors,4.0,Canada,Other,160599.0
35-44 years old,Remote,Master’s degree,5.0,Russian,Financial Services,85392.0
35-44 years old,Remote,Master’s degree,15.0,United States,"IT, Software Development, Technology",185000.0
25-34 years old,In-person,Master’s degree,7.0,Norway,Financial Services,72490.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,United States,Healthcare,175000.0
25-34 years old,Hybrid,Master’s degree,8.0,Switzerland,"IT, Software Development, Technology",110216.0
25-34 years old,Remote,Less than a Bachelors,2.0,Israel,"IT, Software Development, Technology",43834.0
35-44 years old,Remote,Less than a Bachelors,25.0,Germany,"IT, Software Development, Technology",69608.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,India,Advertising Services,30292.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,"IT, Software Development, Technology",122000.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,Canada,"IT, Software Development, Technology",127884.0
25-34 years old,In-person,Master’s degree,3.0,United States,"Manufacturing, Transportation, Supply",205000.0
45-54 years old,Hybrid,Master’s degree,27.0,India,"IT, Software Development, Technology",42409.0
35-44 years old,Hybrid,Master’s degree,16.0,Finland,"IT, Software Development, Technology",74963.0
35-44 years old,Remote,Less than a Bachelors,20.0,Canada,Other,111527.0
25-34 years old,Remote,Master’s degree,3.0,United States,"IT, Software Development, Technology",182000.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,United States,"IT, Software Development, Technology",99000.0
25-34 years old,Hybrid,Master’s degree,5.0,Norway,Healthcare,67597.0
45-54 years old,Remote,Master’s degree,10.0,Germany,"IT, Software Development, Technology",107090.0
55-64 years old,Remote,Bachelor’s degree,4.0,Spain,"IT, Software Development, Technology",53545.0
35-44 years old,Remote,Bachelor’s degree,13.0,United States,Other,150000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Canada,Financial Services,89222.0
45-54 years old,Hybrid,Master’s degree,22.0,United Kingdom,Financial Services,211035.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,Australia,"IT, Software Development, Technology",109071.0
25-34 years old,Remote,Less than a Bachelors,3.0,Sweden,Financial Services,75187.0
18-24 years old,Hybrid,Bachelor’s degree,5.0,Australia,"IT, Software Development, Technology",66104.0
25-34 years old,Hybrid,Master’s degree,9.0,Germany,Retail and Consumer Services,107090.0
18-24 years old,Remote,Bachelor’s degree,2.0,United States,"Manufacturing, Transportation, Supply",113000.0
25-34 years old,Remote,Bachelor’s degree,10.0,India,"IT, Software Development, Technology",21810.0
25-34 years old,Remote,Less than a Bachelors,7.0,Australia,Financial Services,138818.0
45-54 years old,Hybrid,Master’s degree,28.0,Sweden,Retail and Consumer Services,83849.0
35-44 years old,Remote,Master’s degree,7.0,Germany,"IT, Software Development, Technology",67466.0
35-44 years old,Hybrid,Master’s degree,12.0,Germany,"IT, Software Development, Technology",58899.0
25-34 years old,Hybrid,Master’s degree,6.0,Germany,Healthcare,74963.0
25-34 years old,Hybrid,Less than a Bachelors,2.0,Poland,Insurance,38282.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,India,Financial Services,42409.0
25-34 years old,Hybrid,Master’s degree,10.0,Israel,"IT, Software Development, Technology",144331.0
25-34 years old,Hybrid,Master’s degree,4.0,Germany,Retail and Consumer Services,53545.0
25-34 years old,Remote,Master’s degree,5.0,Spain,Financial Services,58899.0
35-44 years old,Hybrid,Less than a Bachelors,5.0,India,Financial Services,18175.0
35-44 years old,Remote,Less than a Bachelors,17.0,Germany,"IT, Software Development, Technology",85672.0
25-34 years old,Remote,Bachelor’s degree,7.0,Germany,Retail and Consumer Services,69608.0
25-34 years old,Hybrid,Master’s degree,6.0,Canada,"IT, Software Development, Technology",74351.0
35-44 years old,Hybrid,Master’s degree,15.0,France,"IT, Software Development, Technology",32127.0
25-34 years old,Hybrid,Less than a Bachelors,10.0,United States,Other,170000.0
25-34 years old,In-person,Less than a Bachelors,7.0,Poland,"IT, Software Development, Technology",37325.0
45-54 years old,Hybrid,Less than a Bachelors,24.0,Switzerland,Retail and Consumer Services,143281.0
35-44 years old,In-person,Less than a Bachelors,15.0,Austria,"IT, Software Development, Technology",68966.0
35-44 years old,Remote,Master’s degree,10.0,Finland,"IT, Software Development, Technology",53545.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Germany,"IT, Software Development, Technology",62433.0
45-54 years old,Hybrid,Less than a Bachelors,27.0,Finland,"IT, Software Development, Technology",67466.0
35-44 years old,Remote,Less than a Bachelors,20.0,United States,Financial Services,175000.0
25-34 years old,Hybrid,Bachelor’s degree,14.0,Germany,"IT, Software Development, Technology",81388.0
55-64 years old,Remote,Less than a Bachelors,20.0,Canada,Financial Services,113014.0
35-44 years old,Hybrid,Master’s degree,20.0,Germany,Higher Education,80317.0
55-64 years old,Remote,Less than a Bachelors,37.0,Canada,"Manufacturing, Transportation, Supply",223054.0
45-54 years old,Hybrid,Bachelor’s degree,6.0,France,"IT, Software Development, Technology",48190.0
25-34 years old,Hybrid,Master’s degree,9.0,Germany,Financial Services,62112.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,Spain,"IT, Software Development, Technology",64254.0
35-44 years old,Hybrid,Bachelor’s degree,16.0,India,"Manufacturing, Transportation, Supply",84818.0
25-34 years old,Hybrid,Master’s degree,8.0,Germany,Financial Services,64254.0
35-44 years old,Hybrid,Master’s degree,19.0,Finland,"IT, Software Development, Technology",53545.0
25-34 years old,Remote,Bachelor’s degree,5.0,Australia,Other,132208.0
35-44 years old,Remote,Bachelor’s degree,14.0,Australia,Financial Services,132208.0
25-34 years old,In-person,Less than a Bachelors,9.0,Denmark,Other,129406.0
35-44 years old,In-person,Master’s degree,15.0,Denmark,"IT, Software Development, Technology",116190.0
25-34 years old,Hybrid,Master’s degree,1.0,Sweden,"IT, Software Development, Technology",42385.0
18-24 years old,Hybrid,Less than a Bachelors,1.0,Austria,"IT, Software Development, Technology",46477.0
18-24 years old,In-person,Bachelor’s degree,2.0,Spain,"IT, Software Development, Technology",25701.0
35-44 years old,Hybrid,Less than a Bachelors,14.0,Germany,Insurance,112444.0
25-34 years old,Hybrid,Master’s degree,4.0,Norway,Other,81552.0
25-34 years old,Hybrid,Master’s degree,2.0,Sweden,"Manufacturing, Transportation, Supply",44228.0
35-44 years old,Remote,Less than a Bachelors,9.0,Germany,"IT, Software Development, Technology",110302.0
25-34 years old,Hybrid,Master’s degree,6.0,Germany,"IT, Software Development, Technology",53545.0
25-34 years old,In-person,Bachelor’s degree,7.0,Australia,Higher Education,60816.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,Israel,"IT, Software Development, Technology",102635.0
25-34 years old,In-person,Bachelor’s degree,3.0,United States,Other,120000.0
35-44 years old,Hybrid,Master’s degree,17.0,Italy,"IT, Software Development, Technology",36410.0
25-34 years old,Remote,Less than a Bachelors,4.0,Spain,Financial Services,41765.0
35-44 years old,Hybrid,Less than a Bachelors,14.0,Israel,Financial Services,128294.0
25-34 years old,Hybrid,Master’s degree,4.0,France,"IT, Software Development, Technology",50332.0
25-34 years old,Remote,Less than a Bachelors,4.0,United States,Other,100000.0
25-34 years old,Hybrid,Master’s degree,5.0,Austria,Higher Education,51403.0
35-44 years old,Remote,Less than a Bachelors,5.0,Canada,"IT, Software Development, Technology",159856.0
35-44 years old,Remote,Less than a Bachelors,25.0,Spain,"IT, Software Development, Technology",74963.0
25-34 years old,Hybrid,Master’s degree,7.0,Germany,Financial Services,77104.0
25-34 years old,Remote,Bachelor’s degree,2.0,Poland,"IT, Software Development, Technology",28711.0
45-54 years old,Remote,Bachelor’s degree,24.0,Finland,"IT, Software Development, Technology",66396.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,Sweden,"IT, Software Development, Technology",52060.0
18-24 years old,Remote,Bachelor’s degree,5.0,Germany,"IT, Software Development, Technology",122082.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,Denmark,"Manufacturing, Transportation, Supply",132282.0
25-34 years old,Hybrid,Master’s degree,5.0,France,"Manufacturing, Transportation, Supply",46049.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,Spain,"IT, Software Development, Technology",32127.0
45-54 years old,Hybrid,Bachelor’s degree,25.0,Switzerland,"IT, Software Development, Technology",198389.0
25-34 years old,Remote,Master’s degree,5.0,United States,Insurance,103000.0
35-44 years old,Remote,Less than a Bachelors,15.0,United States,Advertising Services,173600.0
25-34 years old,Remote,Less than a Bachelors,11.0,Canada,"IT, Software Development, Technology",59481.0
25-34 years old,In-person,Master’s degree,10.0,United Kingdom,"IT, Software Development, Technology",68276.0
35-44 years old,In-person,Master’s degree,7.0,Germany,"IT, Software Development, Technology",68537.0
18-24 years old,Hybrid,Master’s degree,3.0,France,Financial Services,64254.0
18-24 years old,Remote,Less than a Bachelors,1.0,Italy,"IT, Software Development, Technology",25701.0
25-34 years old,Hybrid,Less than a Bachelors,10.0,Italy,"IT, Software Development, Technology",34269.0
25-34 years old,Hybrid,Less than a Bachelors,3.0,Australia,Financial Services,95851.0
35-44 years old,Hybrid,Master’s degree,10.0,Germany,"IT, Software Development, Technology",74963.0
25-34 years old,In-person,Bachelor’s degree,4.0,Portugal,Financial Services,46049.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United Kingdom,Financial Services,105517.0
25-34 years old,Remote,Less than a Bachelors,8.0,Germany,Oil & Gas,47119.0
25-34 years old,Remote,Master’s degree,6.0,United States,"IT, Software Development, Technology",180000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,India,"IT, Software Development, Technology",32716.0
35-44 years old,Hybrid,Master’s degree,13.0,Russian,Financial Services,61878.0
45-54 years old,Hybrid,Master’s degree,20.0,Norway,Healthcare,90613.0
25-34 years old,Hybrid,Master’s degree,5.0,France,"IT, Software Development, Technology",48190.0
25-34 years old,Hybrid,Less than a Bachelors,7.0,Portugal,Other,40694.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Netherlands,"IT, Software Development, Technology",69608.0
35-44 years old,Hybrid,Less than a Bachelors,16.0,Norway,Financial Services,73396.0
25-34 years old,Remote,Bachelor’s degree,7.0,India,"IT, Software Development, Technology",23022.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,Italy,Healthcare,64254.0
35-44 years old,Hybrid,Master’s degree,18.0,Germany,"IT, Software Development, Technology",96381.0
25-34 years old,Remote,Bachelor’s degree,7.0,Spain,"IT, Software Development, Technology",41229.0
25-34 years old,Hybrid,Master’s degree,6.0,India,"IT, Software Development, Technology",33927.0
55-64 years old,Hybrid,Master’s degree,30.0,Germany,"IT, Software Development, Technology",91026.0
25-34 years old,Hybrid,Master’s degree,5.0,Germany,"Manufacturing, Transportation, Supply",74963.0
35-44 years old,Remote,Master’s degree,15.0,France,Financial Services,85672.0
18-24 years old,Hybrid,Master’s degree,1.0,France,Healthcare,44978.0
45-54 years old,Hybrid,Bachelor’s degree,24.0,Russian,Financial Services,74254.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,India,"IT, Software Development, Technology",24234.0
25-34 years old,In-person,Master’s degree,9.0,United Kingdom,Financial Services,155173.0
45-54 years old,Remote,Bachelor’s degree,23.0,Germany,"IT, Software Development, Technology",165989.0
35-44 years old,Hybrid,Master’s degree,10.0,France,"Manufacturing, Transportation, Supply",53545.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,Germany,"Manufacturing, Transportation, Supply",59970.0
25-34 years old,Hybrid,Post grad,7.0,France,Other,32127.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Poland,"IT, Software Development, Technology",47852.0
25-34 years old,Remote,Bachelor’s degree,6.0,Netherlands,Retail and Consumer Services,128507.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,"Manufacturing, Transportation, Supply",250000.0
35-44 years old,Hybrid,Master’s degree,18.0,France,"IT, Software Development, Technology",85672.0
35-44 years old,Hybrid,Less than a Bachelors,3.0,Sweden,"Manufacturing, Transportation, Supply",52060.0
45-54 years old,Hybrid,Post grad,25.0,United States,"IT, Software Development, Technology",250000.0
25-34 years old,Hybrid,Less than a Bachelors,8.0,Sweden,Financial Services,60813.0
25-34 years old,In-person,Master’s degree,2.0,Norway,"IT, Software Development, Technology",40776.0
25-34 years old,In-person,Bachelor’s degree,5.0,Norway,"IT, Software Development, Technology",69319.0
35-44 years old,Remote,Less than a Bachelors,2.0,Spain,"IT, Software Development, Technology",37481.0
25-34 years old,Hybrid,Master’s degree,5.0,Denmark,"Manufacturing, Transportation, Supply",101800.0
